Date,Close,High,Low,Open,Volume
2015-01-02,114.45586395263672,115.70055896913196,113.80926385335678,114.66600374343248,1471000
2015-01-05,113.1545639038086,114.90038013535585,112.9929169933769,114.52050311276356,1748500
2015-01-06,114.64984130859376,115.53082757428987,113.03334731669464,113.64761059378294,3185200
2015-01-07,116.6462173461914,116.7351126799786,115.0620477401566,115.25603146728464,2171600
2015-01-08,117.64842987060548,118.08489015153668,117.14732068341144,117.64842987060548,2937700
2015-01-09,115.83795928955078,117.23622306583168,115.75712966105696,116.77551638258242,1727000
2015-01-12,115.19133758544922,116.51686184639276,114.86803146517796,116.04807722165002,1344800
2015-01-13,114.03555297851562,116.71893862552716,113.469782611034,114.93270753726117,2198500
2015-01-14,112.59689331054688,113.32432304718309,111.73207538975376,113.1626637726832,2207900
2015-01-15,112.59689331054688,113.29198625913466,112.03920087898712,113.11417092348168,1819600
2015-01-16,112.92825317382812,113.12223686162044,111.71588287408008,112.3786388915174,1784800
2015-01-20,112.65345764160156,114.18104379976984,111.82904234474071,113.73650553514544,1836100
2015-01-21,112.45947265625,112.91208894491248,111.84520945490364,112.22508648278868,1682000
2015-01-22,114.18104553222656,114.18912356157172,111.85329046241552,112.75044503449942,1897500
2015-01-23,114.81149291992188,115.02163270759888,113.85775501274276,114.4396938601708,1696800
2015-01-26,115.50653839111328,115.61969243534234,114.42349077736844,114.4962300201873,1482800
2015-01-27,113.95474243164062,115.41766744444551,113.85774441085398,115.37725263019024,1786500
2015-01-28,112.84740447998048,115.13474420549804,112.798911649446,114.4477418848159,2016300
2015-01-29,113.67184448242188,113.71225929433687,112.27358078681958,113.28388942034968,1873400
2015-01-30,115.5712661743164,116.2259444025039,114.23765095682988,115.65208349082069,5169000
2015-02-02,118.00404357910156,118.18993690687915,113.25963837624056,116.38754983144264,4797500
2015-02-03,124.26799774169922,124.381151847954,117.00994187964854,118.29505187201472,10302900
2015-02-04,126.0218734741211,126.77354961340218,122.91012985682742,122.91820788716802,11006300
2015-02-05,124.49376678466795,126.17217374115825,123.18278529128584,124.8361297972461,6986700
2015-02-06,124.16815185546876,125.21193257506998,123.71724419084512,124.59402254360292,2927400
2015-02-09,123.1995086669922,124.5522570161715,122.59830275136686,124.16814014135204,2740200
2015-02-10,123.76734924316406,123.98445105576594,122.74861819528738,123.57529714965224,1703400
2015-02-11,123.42833709716795,124.28209772434052,122.66663742503624,124.20676815818751,2295800
2015-02-12,123.67942810058594,124.20676057556936,122.92610694093976,123.8886853973823,1712200
2015-02-13,123.126953125,124.5498996639115,122.99302543916085,124.07278707262718,1926800
2015-02-17,123.48692321777344,123.55388708987049,121.92168262017,123.04329874067672,1541500
2015-02-18,123.23580932617188,123.44506663260118,122.64989142258032,123.17722392183892,1541000
2015-02-19,122.7670440673828,123.47014537451908,122.59127512662334,122.95955716461197,1273700
2015-02-20,123.49526977539062,123.7045270537475,122.12254254025156,122.76705853376492,1595600
2015-02-23,124.20673370361328,124.2653318646235,123.0683737444416,123.88029290211804,1587300
2015-02-24,124.0560531616211,125.0521067781182,123.88027148103524,125.03537539676476,1844200
2015-02-25,123.44500732421876,124.3824882916108,123.20227458508325,123.62915468716828,1602700
2015-02-26,122.7502899169922,123.55384332547467,122.37362944541056,123.10185331398635,1892600
2015-02-27,123.00975036621094,123.51195995154067,122.06390379437454,123.51195995154067,3036200
2015-03-02,123.83014678955078,124.29051557088052,123.3111925844463,123.3111925844463,2108600
2015-03-03,123.35297393798828,123.99748991885322,122.75869043146578,123.83008665386308,1514300
2015-03-04,123.18560028076172,123.8635919687604,122.02213006717125,123.74640837789708,2208600
2015-03-05,126.53367614746094,127.01915451449504,124.7173246962752,126.19886964635778,4471100
2015-03-06,125.16932678222656,125.6799150473227,124.0226009950642,124.96006950590932,3014900
2015-03-09,126.1234893798828,126.38297902802036,125.17765555142256,125.3785342828252,1727900
2015-03-10,124.0142059326172,125.67988528352012,124.00582746943635,125.34507882952238,2128100
2015-03-11,123.3780517578125,124.70893738327892,123.3278320685585,124.15649525739074,1734300
2015-03-12,125.08565521240234,125.2530585107338,123.37810836208357,124.19840623639784,1564000
2015-03-13,124.9516830444336,125.47901538016076,124.0058362256337,124.7926454973382,1470100
2015-03-16,125.54601287841795,126.39140776286668,124.95171653347252,125.32001142081316,2532700
2015-03-17,125.5794677734375,125.72176117977162,124.240216180099,125.04376969051204,1972500
2015-03-18,126.33279418945312,126.91872476900966,124.08956236298631,125.55436326777703,2772500
2015-03-19,126.65086364746094,126.80990121065902,125.82221306118628,126.3913866852113,1862900
2015-03-20,127.72222137451172,128.1909554584258,127.01912024864058,127.33719527931623,5859300
2015-03-23,128.00685119628906,128.53418360424965,127.81433808387892,128.19099861582927,1665900
2015-03-24,128.18260192871094,129.0949603408857,127.97334470910862,128.02356439828563,1637000
2015-03-25,126.46673583984376,128.86901827331823,126.46673583984374,128.52583324395735,2266800
2015-03-26,125.60458374023438,126.19888001638378,124.85962835782338,124.98519038509176,1554800
2015-03-27,125.94778442382812,126.57555632222348,125.57112383920132,125.73016143032312,1329900
2015-03-30,127.53810119628906,127.72224859307649,126.2239723432682,126.31604604166192,1463800
2015-03-31,126.80987548828124,128.0654188099474,126.60061826800356,127.0944622425676,1886100
2015-04-01,125.7552719116211,127.11962082594216,125.30326899017328,127.08614527756367,1795000
2015-04-02,126.91873168945312,127.22842838201092,125.85570111298178,125.94777482861396,1095300
2015-04-06,127.64691162109376,127.93149839154763,126.05656176545337,126.70106484464934,1767600
2015-04-07,127.0442886352539,128.02361124873175,126.9940689276989,127.67206052379498,1391700
2015-04-08,127.22840118408205,127.7892090513924,126.55040977393142,127.42091426759497,1483000
2015-04-09,124.55825805664062,126.39135323651216,124.10626810847536,126.03143697046062,3401800
2015-04-10,125.25304412841795,125.57948499289895,124.39927080129404,125.05215253025602,1572900
2015-04-13,124.73409271240234,125.83896459502496,124.65875037900052,125.08564343742098,1120200
2015-04-14,125.152587890625,125.63806627521306,123.64593303708442,124.71732920581331,1540800
2015-04-15,124.77596282958984,126.1152020350665,124.75921866755604,125.20284317105153,1404700
2015-04-16,123.13533782958984,124.6336141336221,122.96793458246516,124.51643058342992,2680600
2015-04-17,121.00926971435548,122.81724236452688,119.77883625523856,122.6916931430035,4369300
