Date,Close,High,Low,Open,Volume
2015-01-02,7.605644226074219,7.7667388201221295,7.532695908407642,7.669474638126212,13500000
2015-01-05,7.484060287475586,7.661112228430419,7.477221498819856,7.60412135672833,15596000
2015-01-06,7.313848972320557,7.528895123319671,7.23254150147907,7.519017031597534,22194000
2015-01-07,7.511414527893066,7.552447975552786,7.335122088209898,7.374635885908605,30907000
2015-01-08,7.886797428131103,7.925551775702775,7.626158896361494,7.639077012218718,33265000
2015-01-09,7.971146106719971,8.039535466258412,7.794854292351757,7.938471077768281,23432000
2015-01-12,7.838927268981934,8.027377744156627,7.805492776089745,7.984064433675383,18692000
2015-01-13,7.7948527336120605,8.159594945308106,7.730262876372758,7.886038286536071,24337000
2015-01-14,7.856401443481445,7.864000419643124,7.599562426385335,7.68314899012904,20984000
2015-01-15,7.699107646942139,8.019777100963049,7.678590552932344,7.869320827152457,18372000
2015-01-16,7.889075756072998,7.895914544135926,7.622357948871492,7.651233475962244,15375000
2015-01-20,7.968866348266602,7.996981697813068,7.794853661860551,7.879200435178391,12840000
2015-01-21,8.00761890411377,8.121600662396016,7.911114213494844,7.927831093573522,16451000
2015-01-22,7.993941783905029,8.09196613064193,7.714305786526171,8.053211779845752,20639000
2015-01-23,8.129201889038086,8.168715711450137,7.921754683714097,7.981025417332172,15088000
2015-01-26,8.110204696655273,8.13528074694065,7.949869577571979,8.110964159727812,9611000
2015-01-27,7.962786674499512,8.053212046663111,7.813089855074646,7.984063232655653,15242000
2015-01-28,7.978741645812988,8.23254133988909,7.968103369997975,8.13983615787878,23302000
2015-01-29,8.095005989074707,8.10032512880369,7.771297203930493,7.950629028711557,15842000
2015-01-30,7.817648887634277,8.11020298753794,7.797891981734199,8.00078017983584,16938000
2015-02-02,7.782695293426514,7.864002768348041,7.534974828803255,7.845765509984477,21581000
2015-02-03,7.841962337493896,7.8814761371629745,7.702144388615332,7.788770962815572,15390000
2015-02-04,7.963544368743896,8.000018874440974,7.784972777681643,7.82144728337872,16658000
2015-02-05,8.069929122924805,8.07144877345352,7.883758526607289,7.958986662866489,16585000
2015-02-06,7.958986759185791,8.139078755567905,7.922512247341724,8.075248359840788,10682000
2015-02-09,7.769016265869141,7.929351347402376,7.737101432012762,7.898956164013683,20346000
2015-02-10,8.133757591247559,8.165672418826079,7.818406629188783,7.829805092471766,20398000
2015-02-11,8.2021484375,8.229504322045075,8.079808231695878,8.114762369160374,17169000
2015-02-12,8.33588695526123,8.361722461819372,8.241661382213746,8.267497613450201,21072000
2015-02-13,8.37008285522461,8.373882344180728,8.21354724375329,8.358684388356256,14614000
2015-02-17,8.424795150756836,8.461269670399663,8.289536802325323,8.373883585490463,15312000
2015-02-18,8.358682632446289,8.403515578160626,8.304731060088505,8.382998487043302,16681000
2015-02-19,8.427072525024414,8.442269753979023,8.332087488853587,8.358683183032888,13196000
2015-02-20,8.515222549438477,8.522820804947346,8.393641040474275,8.46734955400009,19283000
