Date,Cumulative_Return
2015-09-23,1.0717124028519327
2015-09-24,1.0739794028917318
2015-09-25,1.0721990860380635
2015-09-28,1.0469468005563616
2015-09-29,1.0488083576291554
2015-09-30,1.0542729296480888
2015-10-01,1.0490462933287081
2015-10-02,1.0586865053933396
2015-10-05,1.0737381772455519
2015-10-06,1.0689593943992735
2015-10-07,1.0715255902478176
2015-10-08,1.0733206622615448
2015-10-09,1.0772312120891072
2015-10-12,1.0816261980532522
2015-10-13,1.079960316751503
2015-10-14,1.0799046647893489
2015-10-15,1.0908720028758723
2015-10-16,1.099189701567698
2015-10-19,1.1029421613335884
2015-10-20,1.096933074259627
2015-10-21,1.0923245136852946
2015-10-22,1.1091229173334154
2015-10-23,1.1417722553338452
2015-10-26,1.1415262692992418
2015-10-27,1.1404853157511219
2015-10-28,1.1539690605208737
2015-10-29,1.1457337880404448
2015-10-30,1.140823850192096
2015-11-02,1.1483491303735733
2015-11-03,1.147291807810011
2015-11-04,1.1510982921083006
2015-11-05,1.1542909867944315
2015-11-06,1.1806751927357837
2015-11-09,1.1662512731517758
2015-11-10,1.1521063776164264
2015-11-11,1.1558972293231884
2015-11-12,1.1456134028748577
2015-11-13,1.1259540612834915
2015-11-16,1.136600566182246
2015-11-17,1.137114514043918
2015-11-18,1.1629012515796768
2015-11-19,1.1642730013790146
2015-11-20,1.1706251545014839
2015-11-23,1.1676802080529365
2015-11-24,1.1691984561720286
2015-11-25,1.1734888990563648
2015-11-27,1.178464818009271
2015-11-30,1.1745247358888236
2015-12-01,1.1948444123417992
2015-12-02,1.1879181817120235
2015-12-03,1.1939731833369571
2015-12-04,1.2104182035154958
2015-12-07,1.209415715445219
2015-12-08,1.212398172327612
2015-12-09,1.1926014540030412
2015-12-10,1.1970727329248447
2015-12-11,1.1790938041129997
2015-12-14,1.1821022441480917
2015-12-15,1.1844241104479756
2015-12-16,1.2064808483531042
2015-12-17,1.1948690524178904
2015-12-18,1.1816682869672497
2015-12-21,1.1917349938390733
2015-12-22,1.1910642554582178
2015-12-23,1.1934546447052439
2015-12-24,1.1937097224554414
2015-12-28,1.1930767081648879
2015-12-29,1.204872408158874
2015-12-30,1.200302415456564
2015-12-31,1.1895125780587885
2016-01-04,1.1689806560147482
2016-01-05,1.1693970249881913
2016-01-06,1.1693970249881913
2016-01-07,1.1693970249881913
2016-01-08,1.1693970249881913
2016-01-11,1.1693970249881913
2016-01-12,1.1693970249881913
2016-01-13,1.1693970249881913
2016-01-14,1.1693970249881913
2016-01-15,1.1693970249881913
2016-01-19,1.1693970249881913
2016-01-20,1.1693970249881913
2016-01-21,1.1693970249881913
2016-01-22,1.1693970249881913
2016-01-25,1.1693970249881913
2016-01-26,1.1693970249881913
2016-01-27,1.1693970249881913
2016-01-28,1.1692800852856926
2016-01-29,1.1726022064829078
2016-02-01,1.1756118212739617
2016-02-02,1.175003949230824
2016-02-03,1.1681738592030413
2016-02-04,1.1657764625519185
2016-02-05,1.1522402414109738
2016-02-08,1.1473420157020835
2016-02-09,1.1479946297005224
2016-02-10,1.1487927337933868
2016-02-11,1.1497129052755268
2016-02-12,1.1517122661520622
2016-02-16,1.1509286279549296
2016-02-17,1.1669785801525043
2016-02-18,1.1649485092033005
2016-02-19,1.1681385763927083
2016-02-22,1.1800808704904586
2016-02-23,1.172465345163233
2016-02-24,1.176902304656393
2016-02-25,1.181860860975071
2016-02-26,1.1721328349575475
2016-02-29,1.1721209008121534
2016-03-01,1.1773417699642004
2016-03-02,1.1768571636306007
2016-03-03,1.1798219312658385
2016-03-04,1.1910458353764626
2016-03-07,1.1785446429406856
2016-03-08,1.17472879683197
2016-03-09,1.188693268121978
2016-03-10,1.1881624308655678
2016-03-11,1.2059052812093896
2016-03-14,1.212010743598699
2016-03-15,1.220356017893852
2016-03-16,1.2314807479157615
2016-03-17,1.233327655208365
2016-03-18,1.2314018505253592
2016-03-21,1.2386635293163113
2016-03-22,1.2369300248834387
2016-03-23,1.233464142271428
2016-03-24,1.2393715791489175
2016-03-28,1.2400177838953401
2016-03-29,1.2587429844595168
2016-03-30,1.2669553976550734
2016-03-31,1.262992701706983
2016-04-01,1.2802318683665515
2016-04-04,1.277462174466981
2016-04-05,1.272074681522575
2016-04-06,1.29029369597667
2016-04-07,1.2703753024628734
2016-04-08,1.267714941076746
2016-04-11,1.2651607958599325
2016-04-12,1.269533032615362
2016-04-13,1.2854467755257428
2016-04-14,1.2846424572547297
2016-04-15,1.284993423724058
2016-04-18,1.2865754447871287
2016-04-19,1.2734534879734825
2016-04-20,1.272277590811728
2016-04-21,1.2687737557583447
2016-04-22,1.2505121289349732
2016-04-25,1.251500844450662
2016-04-26,1.2504518863012626
2016-04-27,1.2499998975612663
2016-04-28,1.243220271759438
2016-04-29,1.2499690076234224
2016-05-02,1.2557838290576167
2016-05-03,1.2526997242358782
2016-05-04,1.2538498256215773
2016-05-05,1.2516061642857486
2016-05-06,1.2569885190297303
2016-05-09,1.257681613525334
2016-05-10,1.2647405910912068
2016-05-11,1.2647561322406318
2016-05-12,1.2668483895939202
2016-05-13,1.2625207902766808
2016-05-16,1.2651182813576851
2016-05-17,1.2589764424405152
2016-05-18,1.262908956540536
2016-05-19,1.2626280792539153
2016-05-20,1.2645879943991345
2016-05-23,1.262211971622006
2016-05-24,1.268129739696902
2016-05-25,1.272404369224236
2016-05-26,1.2764303458079742
2016-05-27,1.2794920476469536
2016-05-31,1.2848049821872678
2016-06-01,1.2824055400213517
2016-06-02,1.2815991543123892
2016-06-03,1.2820357182028779
2016-06-06,1.2842209372468083
2016-06-07,1.2932538091128796
2016-06-08,1.2966924778691267
2016-06-09,1.2975866187823843
2016-06-10,1.2815243176877773
2016-06-13,1.2762897116609486
2016-06-14,1.275895476683579
2016-06-15,1.2763040710185547
2016-06-16,1.279385705917043
2016-06-17,1.264056257021486
2016-06-20,1.2707993758768041
2016-06-21,1.2706431002090441
2016-06-22,1.255361942866356
2016-06-23,1.2635367783674178
2016-06-24,1.2400012938087697
2016-06-27,1.237694800453786
2016-06-28,1.238782073326253
2016-06-29,1.2410250190997367
2016-06-30,1.2447075089260753
2016-07-01,1.2422876177403714
2016-07-05,1.244783662803644
2016-07-06,1.24722270774778
2016-07-07,1.2582890548723038
2016-07-08,1.267036699921548
2016-07-11,1.2734845144931057
2016-07-12,1.2752143124089226
2016-07-13,1.2726809284799028
2016-07-14,1.2740670959930078
2016-07-15,1.2698824345428645
2016-07-18,1.2829779637019538
2016-07-19,1.2831968796030877
2016-07-20,1.2975270830796628
2016-07-21,1.2846763011468945
2016-07-22,1.2917566055182217
2016-07-25,1.297014575293258
2016-07-26,1.2985583370061642
2016-07-27,1.3079845527314413
2016-07-28,1.3163651878686626
2016-07-29,1.3260414579478292
2016-08-01,1.329689345879313
2016-08-02,1.3201961374875655
2016-08-03,1.3203061315865605
2016-08-04,1.3332708015739607
2016-08-05,1.3456405553283965
2016-08-08,1.3434890438375944
2016-08-09,1.3495234682716695
2016-08-10,1.3464738979071633
2016-08-11,1.3496362077440718
2016-08-12,1.3583341036512788
2016-08-15,1.3603151479927251
2016-08-16,1.3536735195461225
2016-08-17,1.3527496673023056
2016-08-18,1.3541923460411434
2016-08-19,1.3546631077924878
2016-08-22,1.354199185486376
2016-08-23,1.357562021460562
2016-08-24,1.3506529214690997
2016-08-25,1.3477980521431345
2016-08-26,1.3505655133298993
2016-08-29,1.3530902637301272
2016-08-30,1.3490722603492822
2016-08-31,1.3476984150116738
2016-09-01,1.353601384244656
2016-09-02,1.3513710824235539
2016-09-06,1.356672228495257
2016-09-07,1.3523853995985862
2016-09-08,1.3514893651460198
2016-09-09,1.3370757056126594
2016-09-12,1.3387483824939233
2016-09-13,1.3372087510273556
2016-09-14,1.3376636920630895
2016-09-15,1.3424174496467587
2016-09-16,1.342992151789227
2016-09-19,1.342173042155405
2016-09-20,1.3416805561965452
2016-09-21,1.3491605040561254
2016-09-22,1.3561648334285858
2016-09-23,1.3509573995379793
2016-09-26,1.3456703602881117
2016-09-27,1.3567677943731045
2016-09-28,1.360568019762628
2016-09-29,1.3561938215725189
2016-09-30,1.3622808056813904
2016-10-03,1.3665611681157093
2016-10-04,1.3628718511054687
2016-10-05,1.3624423896247648
2016-10-06,1.356651349240081
2016-10-07,1.3520290500854029
2016-10-10,1.3631176275865617
2016-10-11,1.3511616245733382
2016-10-12,1.3542666843797102
2016-10-13,1.3450292555392913
2016-10-14,1.3471768295956004
2016-10-17,1.3446018884045547
2016-10-18,1.3508038953811266
2016-10-19,1.349187316275012
2016-10-20,1.3505693744739071
2016-10-21,1.3508524765895034
2016-10-24,1.3703115192695672
2016-10-25,1.367055440524905
2016-10-26,1.358650795187572
2016-10-27,1.3502104587107733
2016-10-28,1.346670632784267
2016-10-31,1.3456854071476474
2016-11-01,1.335292219149654
2016-11-02,1.3282739639584937
2016-11-03,1.3261373251541044
2016-11-04,1.3231040120077657
2016-11-07,1.333938133225615
2016-11-08,1.3359343040880947
2016-11-09,1.3273254485097412
2016-11-10,1.3105174902597554
2016-11-11,1.3501631183499183
2016-11-14,1.3478342387402498
2016-11-15,1.3538512041780413
2016-11-16,1.3650767337347582
2016-11-17,1.3676311796673388
2016-11-18,1.3676532649710678
2016-11-21,1.368852400795374
2016-11-22,1.370149794677886
2016-11-23,1.3682958636794211
2016-11-25,1.3688648351606358
2016-11-28,1.3667788366944669
2016-11-29,1.3674462592232468
2016-11-30,1.3589460391497195
2016-12-01,1.345036633623806
2016-12-02,1.346569254114161
2016-12-05,1.3526096053654237
2016-12-06,1.35513904309516
2016-12-07,1.3599899137121316
2016-12-08,1.359951683254419
2016-12-09,1.3630953440413671
2016-12-12,1.3591924519466783
2016-12-13,1.3750094076684636
2016-12-14,1.3792301602512775
2016-12-15,1.3847813181454511
2016-12-16,1.3874365396378159
2016-12-19,1.3960585158469165
2016-12-20,1.4071619683832663
2016-12-21,1.406122535748801
2016-12-22,1.405724539937367
2016-12-23,1.4124970666329446
2016-12-27,1.4278294252265467
2016-12-28,1.4128020311242484
2016-12-29,1.4109099541596017
2016-12-30,1.393057167708289
2017-01-03,1.3946538666263797
2017-01-04,1.405506988058986
2017-01-05,1.4059918909908635
2017-01-06,1.4217520259429288
2017-01-09,1.4290413312756802
2017-01-10,1.4282222537292824
2017-01-11,1.430653883877068
2017-01-12,1.4291810614704439
2017-01-13,1.4379130425804738
2017-01-17,1.432087439192093
2017-01-18,1.4364171118381261
2017-01-19,1.440877289555765
2017-01-20,1.4447186803481722
2017-01-23,1.4526942639096043
2017-01-24,1.4629082580554111
2017-01-25,1.4758370159972627
2017-01-26,1.4789796456114614
2017-01-27,1.4785537729509624
2017-01-30,1.4661766735099349
2017-01-31,1.4607123192926874
2017-02-01,1.477183631601128
2017-02-02,1.4844619506159136
2017-02-03,1.481643573916923
2017-02-06,1.489796716412785
2017-02-07,1.4948158475496072
2017-02-08,1.5033534866444542
2017-02-09,1.5092136254352662
2017-02-10,1.508451671666764
2017-02-13,1.5144213577951797
2017-02-14,1.5181783806159
2017-02-15,1.5191869808357363
2017-02-16,1.5165145701119502
2017-02-17,1.521351340225872
2017-02-21,1.5375560508265602
2017-02-22,1.539025727996891
2017-02-23,1.5100548784153014
2017-02-24,1.5113699033418728
2017-02-27,1.5070307361341675
2017-02-28,1.5041525346124403
2017-03-01,1.5164191080246243
2017-03-02,1.5126473791471546
2017-03-03,1.5100286896417345
2017-03-06,1.5037908334175847
2017-03-07,1.5050700241601638
2017-03-08,1.506983478123198
2017-03-09,1.5090340800441693
2017-03-10,1.5147218736285881
2017-03-13,1.5156935403368479
2017-03-14,1.512823381908573
2017-03-15,1.5196820237943378
2017-03-16,1.5186464185429323
2017-03-17,1.5180202887771954
2017-03-20,1.5194794657519368
2017-03-21,1.5008411435034137
2017-03-22,1.5046553206648525
2017-03-23,1.5028281165444877
2017-03-24,1.5056585273468692
2017-03-27,1.5109055725238871
2017-03-28,1.5212866407484815
2017-03-29,1.5259435410461681
2017-03-30,1.5284080329207643
2017-03-31,1.5282291648869515
2017-04-03,1.5387238243949306
2017-04-04,1.5337319853905353
2017-04-05,1.5248821438681188
2017-04-06,1.5276131793680725
2017-04-07,1.5280485624772946
2017-04-10,1.5318988926385264
2017-04-11,1.5253983198414298
2017-04-12,1.5197299438870224
2017-04-13,1.5175473791852672
2017-04-17,1.522801123637686
2017-04-18,1.5226446978807244
2017-04-19,1.5238992049946507
2017-04-20,1.5280288524142691
2017-04-21,1.5305370490044314
2017-04-24,1.5479286867368278
2017-04-25,1.5570118375916258
2017-04-26,1.5558738329895492
2017-04-27,1.5598930320765179
2017-04-28,1.5720346719112699
2017-05-01,1.5852362079521063
2017-05-02,1.5902977998889951
2017-05-03,1.5849794825169292
2017-05-04,1.575820035616155
2017-05-05,1.5843909669625857
2017-05-08,1.589623564853258
2017-05-09,1.5998326295953258
2017-05-10,1.630434771257368
2017-05-11,1.6351735121858562
2017-05-12,1.6434445750802988
2017-05-15,1.6511475428119071
2017-05-16,1.6599741819996316
2017-05-17,1.6115470025437475
2017-05-18,1.6382788732605753
2017-05-19,1.640735752354201
2017-05-22,1.655673382544592
2017-05-23,1.650534627138757
2017-05-24,1.6609412269609958
2017-05-25,1.6781183084994848
2017-05-26,1.692025221233649
2017-05-30,1.7029134259847352
2017-05-31,1.7017198583188393
2017-06-01,1.7001862957047187
2017-06-02,1.724051035924981
2017-06-05,1.7345979363546478
2017-06-06,1.7344057671476252
2017-06-07,1.7430250711498672
2017-06-08,1.7593327695361567
2017-06-09,1.715672128821783
2017-06-12,1.7110237125507266
2017-06-13,1.7280331787352352
2017-06-14,1.7263746365943302
2017-06-15,1.7177806993270237
2017-06-16,1.7057888955369174
2017-06-19,1.7208114139221684
2017-06-20,1.7172612976723263
2017-06-21,1.7308071584115854
2017-06-22,1.728553976125166
2017-06-23,1.730688009796564
2017-06-26,1.719413069383215
2017-06-27,1.6919683466841242
2017-06-28,1.7017392435661989
2017-06-29,1.683683013237008
2017-06-30,1.680770399215922
2017-07-03,1.670342898279065
2017-07-05,1.6580824356998471
2017-07-06,1.6580824356998471
2017-07-07,1.6580824356998471
2017-07-10,1.6575850109691372
2017-07-11,1.661126662600442
2017-07-12,1.676804655975445
2017-07-13,1.6759965809408939
2017-07-14,1.6886616826345768
2017-07-17,1.68996957951871
2017-07-18,1.70108931191912
2017-07-19,1.7077016263300124
2017-07-20,1.7102064867415572
2017-07-21,1.709038432207037
2017-07-24,1.7123413939422623
2017-07-25,1.70869630709815
2017-07-26,1.7150981210050016
2017-07-27,1.701759480272809
2017-07-28,1.6992317250127706
2017-07-31,1.6823021608648323
2017-08-01,1.6878107185323177
2017-08-02,1.6990986051406183
2017-08-03,1.690978680133224
2017-08-04,1.6985420610152289
2017-08-07,1.711376310068878
2017-08-08,1.715501803738592
2017-08-09,1.7141971421120406
2017-08-10,1.684499454719849
2017-08-11,1.6797498508792572
2017-08-14,1.6904941019856896
2017-08-15,1.6929213667163743
2017-08-16,1.6941548840455978
2017-08-17,1.6734316434377985
2017-08-18,1.6687413524782702
2017-08-21,1.6649513732639218
2017-08-22,1.6704349983137419
2017-08-23,1.676094994165491
2017-08-24,1.66364072593988
2017-08-25,1.6537309000703473
2017-08-28,1.6540613514459843
2017-08-29,1.6565788997826074
2017-08-30,1.662633222070995
2017-08-31,1.6725668064360155
2017-09-01,1.6712748560458948
2017-09-05,1.658677506187806
2017-09-06,1.657406747944544
2017-09-07,1.6611266883478446
2017-09-08,1.6486412640136903
2017-09-11,1.6603932219443507
2017-09-12,1.6625047007694052
2017-09-13,1.6664967978875926
2017-09-14,1.6639120192628731
2017-09-15,1.6757715957456443
2017-09-18,1.6774175750127938
2017-09-19,1.677264682289036
2017-09-20,1.670013096344172
2017-09-21,1.656602484534669
2017-09-22,1.645176850248121
2017-09-25,1.6244106073238929
2017-09-26,1.627611431835651
2017-09-27,1.63673916552663
2017-09-28,1.6368928032953174
2017-09-29,1.6416730358818927
2017-10-02,1.6422652676922613
2017-10-03,1.6418149545803427
2017-10-04,1.6432085683891666
2017-10-05,1.6508965121459542
2017-10-06,1.6446942651990066
2017-10-09,1.6428416509952257
2017-10-10,1.6446036478419919
2017-10-11,1.650575948107989
2017-10-12,1.6507413090156007
2017-10-13,1.6557611731991189
2017-10-16,1.6603273348367658
2017-10-17,1.6629051394093777
2017-10-18,1.6601148227086375
2017-10-19,1.652307551097856
2017-10-20,1.6540273830719492
2017-10-23,1.6442535449703515
2017-10-24,1.6519478835820718
2017-10-25,1.6441625250222156
2017-10-26,1.6457722069385723
2017-10-27,1.709339180827969
2017-10-30,1.7236747509601547
2017-10-31,1.7264249205524518
2017-11-01,1.7252165637321963
2017-11-02,1.7221249540389143
2017-11-03,1.7422053713834817
2017-11-06,1.7478868979901305
2017-11-07,1.7495303569572198
2017-11-08,1.7544549752554217
2017-11-09,1.7420316653178418
2017-11-10,1.7498842576033886
2017-11-13,1.7490072472626237
2017-11-14,1.7499279356627535
2017-11-15,1.7383363772238536
2017-11-16,1.7544992396439287
2017-11-17,1.746807441112275
2017-11-20,1.7517624276161912
2017-11-21,1.7708993827079718
2017-11-22,1.769353398509045
2017-11-24,1.783445619016548
2017-11-27,1.7882408249274915
2017-11-28,1.7820592549207155
2017-11-29,1.746694926080393
2017-11-30,1.7644891233746856
2017-12-01,1.7585337866229191
2017-12-04,1.7449325555451136
2017-12-05,1.7445221673371771
2017-12-06,1.7530472079529555
2017-12-07,1.748718762938498
2017-12-08,1.7511227976058708
2017-12-11,1.764273824888357
2017-12-12,1.7676491876465197
2017-12-13,1.7666647474544168
2017-12-14,1.765989268073012
2017-12-15,1.7877918348715445
2017-12-18,1.7893664904641373
2017-12-19,1.7767101649427126
2017-12-20,1.7703130656225945
2017-12-21,1.7697063586464534
2017-12-22,1.765157886541685
2017-12-26,1.7556651073527452
2017-12-27,1.753370627651747
2017-12-28,1.7527136511059043
2017-12-29,1.740106242682294
2018-01-02,1.7480052471208827
2018-01-03,1.7683145051246671
2018-01-04,1.7708681108655357
2018-01-05,1.7854320026261432
2018-01-08,1.8071204627187158
2018-01-09,1.8010431906169084
2018-01-10,1.7972545854194788
2018-01-11,1.8032656855938805
2018-01-12,1.809214939030417
2018-01-16,1.8010490183865895
2018-01-17,1.8174681012127094
2018-01-18,1.8177787295072545
2018-01-19,1.8246642804010338
2018-01-22,1.8429973071009977
2018-01-23,1.8577210945286788
2018-01-24,1.840247867621484
2018-01-25,1.845669207158478
2018-01-26,1.8664359520906428
2018-01-29,1.859762909866872
2018-01-30,1.8542802261495381
2018-01-31,1.8630410455052957
2018-02-01,1.8518167913975574
2018-02-02,1.8266205307932057
2018-02-05,1.7594791241328318
2018-02-06,1.7660834857809815
2018-02-07,1.7619119652313748
2018-02-08,1.7202064355419286
2018-02-09,1.7184740057522019
2018-02-12,1.7231364636612274
2018-02-13,1.7299555590068454
2018-02-14,1.7434969196819696
2018-02-15,1.752257352707114
2018-02-16,1.74474280974604
2018-02-20,1.7522254111027837
2018-02-21,1.7463141922457344
2018-02-22,1.747454327034774
2018-02-23,1.7589641055658458
2018-02-26,1.7701800817747702
2018-02-27,1.7616508717677484
2018-02-28,1.7527357008711402
2018-03-01,1.7431533582902705
2018-03-02,1.7449780569886688
2018-03-05,1.7450698850617659
2018-03-06,1.7533727385797475
2018-03-07,1.7491327297625658
2018-03-08,1.7528476837326314
2018-03-09,1.7807315569761766
2018-03-12,1.8060386397165824
2018-03-13,1.7869215895376314
2018-03-14,1.7764434167217713
2018-03-15,1.7807026038207538
2018-03-16,1.7675400043809408
2018-03-19,1.7251922391089012
2018-03-20,1.7284883214066902
2018-03-21,1.7199829851392294
2018-03-22,1.696722860371988
2018-03-23,1.69113217491303
2018-03-26,1.6909630616955387
2018-03-27,1.684402292432794
2018-03-28,1.6842338522035507
2018-03-29,1.6841875537006175
2018-04-02,1.6807788278760276
2018-04-03,1.6807788278760276
2018-04-04,1.6806107499932401
2018-04-05,1.6812056701097409
2018-04-06,1.679106440889833
2018-04-09,1.679106440889833
2018-04-10,1.679106440889833
2018-04-11,1.679106440889833
2018-04-12,1.678938530245744
2018-04-13,1.6790185617362534
2018-04-16,1.6840579771423474
2018-04-17,1.6847817465174293
2018-04-18,1.6840520402674213
2018-04-19,1.6727597442028919
2018-04-20,1.6621775323722825
2018-04-23,1.6612957608056815
2018-04-24,1.633145514143083
2018-04-25,1.6337308139002809
2018-04-26,1.6587786816951662
2018-04-27,1.6716726048251356
2018-04-30,1.6653283909318675
2018-05-01,1.6800227587205363
2018-05-02,1.6809638248452663
2018-05-03,1.6751890352580308
2018-05-04,1.6930622292386293
2018-05-07,1.7096936869319104
2018-05-08,1.7134640962797818
2018-05-09,1.7317516416240086
2018-05-10,1.7431474430543101
2018-05-11,1.7364777600421597
2018-05-14,1.7321221986851272
2018-05-15,1.7091939872468014
2018-05-16,1.7144162419526288
2018-05-17,1.7128818878856147
2018-05-18,1.7089993371430716
2018-05-21,1.714179446331324
2018-05-22,1.7031944358429856
2018-05-23,1.7173477607515502
2018-05-24,1.7185790931983103
2018-05-25,1.7239002801061551
2018-05-29,1.718883014403184
2018-05-30,1.7313629911154933
2018-05-31,1.7373049103393
2018-06-01,1.756027368948481
2018-06-04,1.7740941446537395
2018-06-05,1.7757483535458543
2018-06-06,1.7784527003094877
2018-06-07,1.7720011700394493
2018-06-08,1.7710893517960187
2018-06-11,1.7845305973459618
2018-06-12,1.79894223086974
2018-06-13,1.799778246639254
2018-06-14,1.8233406410875137
2018-06-15,1.8238535302990209
2018-06-18,1.8297399002990216
2018-06-19,1.815981564879866
2018-06-20,1.8311770782125727
2018-06-21,1.8171219161755148
2018-06-22,1.8058073865244366
2018-06-25,1.7746787087233005
2018-06-26,1.7815127151301242
2018-06-27,1.768525488377345
2018-06-28,1.7753832799683311
2018-06-29,1.7706839403958372
2018-07-02,1.7710764323647499
2018-07-03,1.7498011658299009
2018-07-05,1.7512320857742587
2018-07-06,1.7566409600689383
2018-07-09,1.7619594494237978
2018-07-10,1.7728202119627474
2018-07-11,1.7723979896144157
2018-07-12,1.7895953521429118
2018-07-13,1.7984259809791845
2018-07-16,1.7958506941378907
2018-07-17,1.8083081992697647
